model,epochs,batch_size,latent_dims,learning_rates,fc_layers_sizes,loss,accuracy,loss_history,hr_score
improved,200,32,32,0.01,"[512, 256, 128]",7.73883867263794,0,"[13.014647483825684, 11.416841506958008, 10.365070343017578, 9.25805377960205, 8.531970024108887, 8.115968704223633, 7.849865436553955, 7.693497657775879, 7.652276515960693, 7.7581281661987305, 7.709218978881836, 7.7388386726379395]",0.047619047619048
improved,200,32,32,0.01,"[256, 128, 64]",8.2674560546875,0.013157894834876,"[10.988506317138672, 10.196586608886719, 9.532651901245117, 9.014131546020508, 8.590799331665039, 8.232274055480957, 7.992613315582275, 7.837427139282227, 7.841750144958496, 7.651099681854248, 7.52597188949585, 7.456506729125977, 7.461334228515625, 7.450793743133545, 7.423987865447998, 7.408853530883789, 7.434896469116211, 7.4171528816223145, 7.3803582191467285, 7.338369369506836, 7.309633731842041, 7.296320915222168, 7.4398722648620605, 8.112630844116211, 8.2674560546875]",0.026455026455027
improved,200,32,32,0.01,"[128, 64, 32]",7.39110279083252,0.013157894834876,"[9.63743782043457, 9.238741874694824, 8.888038635253906, 8.577922821044922, 8.316086769104004, 8.091963768005371, 7.920480728149414, 7.790643692016602, 7.7238640785217285, 7.687084674835205, 7.5598464012146, 7.453084945678711, 7.388973712921143, 7.344069480895996, 7.327622413635254, 7.339999675750732, 7.4182868003845215, 7.3911027908325195]",0.042328042328042
improved,200,32,32,0.1,"[512, 256, 128]",65.9754867553711,0,"[118.41246795654297, 109.8037338256836, 61.5980339050293, 73.07658386230469, 43.70021438598633, 56.136898040771484, 59.3908805847168, 65.9754867553711]",0.063492063492064
improved,200,32,32,0.1,"[256, 128, 64]",52.1884689331055,0.026315789669752,"[32.62396240234375, 15.283717155456543, 18.041316986083984, 16.689739227294922, 52.18846893310547]",0.031746031746032
improved,200,32,32,0.1,"[128, 64, 32]",11.0001773834229,0,"[14.550124168395996, 9.113635063171387, 12.511514663696289, 10.749044418334961, 11.000177383422852]",0.058201058201058
improved,200,32,64,0.01,"[512, 256, 128]",7.92449808120728,0,"[13.8677339553833, 11.893738746643066, 10.44250202178955, 9.384345054626465, 8.639328956604004, 8.165885925292969, 7.951129913330078, 7.835460662841797, 7.8313422203063965, 7.901505470275879, 7.925612449645996, 7.924498081207275]",0.058201058201058
improved,200,32,64,0.01,"[256, 128, 64]",8.16867256164551,0.013157894834876,"[11.580193519592285, 10.526601791381836, 9.667820930480957, 9.019675254821777, 8.496197700500488, 8.13504695892334, 7.9156084060668945, 7.750708103179932, 7.625624179840088, 7.540917873382568, 7.4839982986450195, 7.482818603515625, 7.5784406661987305, 7.499383449554443, 7.4339776039123535, 7.439093112945557, 7.403308868408203, 7.3843994140625, 7.419625759124756, 7.4207234382629395, 7.37489652633667, 7.258030891418457, 7.230100154876709, 7.208038330078125, 7.229493618011475, 7.4703593254089355, 8.168672561645508]",0.026455026455027
improved,200,32,64,0.01,"[128, 64, 32]",7.31947803497314,0,"[9.86584186553955, 9.340935707092285, 8.888199806213379, 8.509082794189453, 8.220405578613281, 8.042414665222168, 7.981019496917725, 7.745708465576172, 7.569369792938232, 7.476647853851318, 7.444217681884766, 7.421243190765381, 7.392664909362793, 7.356352806091309, 7.3207268714904785, 7.317734718322754, 7.3926005363464355, 7.389561653137207, 7.3194780349731445]",0.037037037037037
improved,200,32,64,0.1,"[512, 256, 128]",88.5432662963867,0.013157894834876,"[162.2767791748047, 208.97137451171875, 47.4134635925293, 78.47398376464844, 68.38753509521484, 88.54326629638672]",0.084656084656085
improved,200,32,64,0.1,"[256, 128, 64]",23.1102199554443,0,"[17.250816345214844, 23.384613037109375, 17.32917022705078, 23.110219955444336]",0.074074074074074
improved,200,32,64,0.1,"[128, 64, 32]",12.3374376296997,0,"[14.263604164123535, 10.448049545288086, 11.74967098236084, 12.443498611450195, 12.337437629699707]",0.010582010582011
